x,y
-0.001349687013649386,0.04659413064610396
0.02484867269843925,0.05428068319986312
0.04999909802204433,0.07636330999660201
0.06536880238646967,0.10584716174949127
0.07514952334564942,0.13691616682242846
0.08353299845351779,0.16443442845845846
0.10029994866925451,0.23988772649273438
0.11008066962843428,0.27828013990429246
0.11427240718236846,0.31664719086272974
0.1282448656954824,0.3579499457698956
0.1533952910190875,0.45515154735522745
0.16177876612695585,0.4848890236393245
0.1701622412348242,0.5132949711345813
0.18692919145056094,0.5652245938993476
0.20439476459195338,0.631801033341356
0.21415711800003606,0.6592305263914633
0.23303830454383692,0.7030378235443047
0.24561351720563948,0.7337961385665124
0.2595859757187534,0.7622908546476919
0.28361860436130937,0.8012247564333783
0.304297842960718,0.8305792596753517
0.3294482682843231,0.8548926295079396
0.3601876770131738,0.8745024171254039
0.3913928343591282,0.8847668452804529
0.42166649447087506,0.8797074842090518
0.45240590319972573,0.8579188313007582
0.47615908267201945,0.8275579574473406
0.49773876859782873,0.7973840356157904
0.5292544250218524,0.7414302369558627
0.5460213752375891,0.7123585250661858
0.5627883254533259,0.6826210487820888
0.579540516029788,0.6542705816530336
0.5907332424795537,0.633132562130196
0.6175914127325395,0.5816615770593635
0.6354451097215184,0.5519093060109461
0.6522120599372551,0.521506065332429
0.6689790101529918,0.49088090318910527
0.6857459603687285,0.4604776625105882
0.6997184188818425,0.4357334191846418
0.7094991398410222,0.4042248943275095
0.7472247778264298,0.34929500864243446
0.7639917280421665,0.3193356108935309
0.7833535634103388,0.2894079162110281
0.7975256284736401,0.2605264227197569
0.8150688263845497,0.22537899428248354
0.8309461373906881,0.1989400459292593
0.8659906751878983,0.14636368060991345
0.8869493629575692,0.11633295096160756
0.9120997882811743,0.08520846552246875
0.9414419511587137,0.059606798355223756
0.9721813598875643,0.0443547413194183
1.0024550199993112,0.03727342912422282
1.0336601773452656,0.039270722307483075
1.095138994802967,0.04193377988516345
1.1258784035318177,0.04193377988516345
1.1566178122606683,0.043628452889141744
1.1882887182237265,0.04293242647679352
1.2180966297183697,0.04459683746284382
1.2488360384472204,0.04459683746284382
1.279575447176071,0.043628452889141744
1.3103148559049216,0.04193377988516345
1.3410542646337724,0.04193377988516345
1.371793673362623,0.04193377988516345
1.4023002077829219,0.04259954427958357
1.4332724908203243,0.04193377988516345
1.464011899549175,0.04193377988516345
1.4947513082780257,0.04011805880947228
1.5254907170068763,0.036244520514664536
1.556230125735727,0.030797357287591143
1.5879010316987854,0.02872945272916516
1.6177089431934284,0.030918405359303902
1.648448351922279,0.03309727065013324
1.6791877606511296,0.030313165000740216
1.7099271693799802,0.0237765691282521
1.740666578108831,0.010642853347419656
1.7714059868376817,0.005377262227915125
1.8019125212579803,0.005242764370456676
1.832884804295383,0.007677175590457441
1.8636242130242338,0.010743726740513937
1.8943636217530844,0.013971675319520038
1.925103030481935,0.023958141235821184
1.9530479475081628,0.04444888981963935
1.9726093894265224,0.07255894202848723
1.9949653230475046,0.12182550721557328
