t,v,i
3.34463589244396E-07,38.82683,-0.002103904
3.34533458402629E-07,39.27158,-0.04616178
3.3460188480809E-07,39.71305,-0.06653804
3.34700273721433E-07,40.348,-0.05684334
3.34818681220432E-07,41.10048,0.001370399
3.3491283054961E-07,41.68031,0.07942131
3.34998405012985E-07,42.18472,0.1690241
3.35085080835185E-07,42.67059,0.2655654
3.35178356783443E-07,43.16543,0.3616914
3.35291915112985E-07,43.73641,0.4503618
3.35417002537521E-07,44.34147,0.4938237
3.3556567474206E-07,45.05744,0.4619499
3.35730536884623E-07,45.87644,0.344316
3.35820883431938E-07,46.34982,0.2506958
3.35896718125094E-07,46.76985,0.1634689
3.35975003579124E-07,47.22227,0.07829586
3.36039245887669E-07,47.60617,0.01829806
3.36100478276844E-07,47.9814,-0.02567004
3.36161767284187E-07,48.36304,-0.05413366
3.3622473317792E-07,48.75827,-0.06555618
3.36291159480171E-07,49.17435,-0.05598449
3.36387682260611E-07,49.77096,-0.01067882
3.36472215196404E-07,50.27988,0.05298917
3.36558632100469E-07,50.78051,0.1355986
3.36646685394638E-07,51.2691,0.2261421
3.3671724516384E-07,51.64452,0.2961979
3.36772742694043E-07,51.92926,0.3449612
3.36825086607023E-07,52.19043,0.3824878
3.36877577798047E-07,52.44703,0.4101786
3.36928025343195E-07,52.69011,0.4254495
3.36989814026649E-07,52.98594,0.4272794
3.37071290247936E-07,53.37794,0.4048145
3.37155343405217E-07,53.79084,0.3549021
3.37255625305866E-07,54.30172,0.2687585
3.37353554446045E-07,54.82297,0.170802
3.37429294417591E-07,55.24356,0.09423154
3.37488378399564E-07,55.58315,0.0403379
3.37546183545996E-07,55.92368,-0.00278676
3.3760420551954E-07,56.27132,-0.03401042
3.37662754063564E-07,56.62574,-0.04985976
3.37746716000577E-07,57.13406,-0.04463323
3.37857237549114E-07,57.79515,-0.0005573487
3.37940621976779E-07,58.28096,0.05722462
3.38028135591363E-07,58.77203,0.1343103
3.38113509440463E-07,59.23243,0.2133941
3.38178727605099E-07,59.57082,0.2697831
3.38241433065905E-07,59.88564,0.3150176
3.38304292112337E-07,60.19335,0.3468542
3.38383885916998E-07,60.57662,0.3634276
3.38488327994963E-07,61.07772,0.3508968
3.38562995825895E-07,61.43963,0.3186302
3.38623671663449E-07,61.73971,0.2773092
3.38677946240856E-07,62.01471,0.2322351
3.3873034764534E-07,62.28704,0.1845561
3.38783579646633E-07,62.57129,0.1352614
3.38851399863048E-07,62.94331,0.07568222
3.38914347915028E-07,63.29705,0.02732559
3.38970635493464E-07,63.61975,-0.006597044
3.39027122955755E-07,63.94796,-0.02925026
3.39084557990009E-07,64.28395,-0.03937241
3.39144265109612E-07,64.63332,-0.03571501
3.39205114586552E-07,64.98676,-0.01733816
3.39276127117798E-07,65.39285,0.01993034
3.39350307435543E-07,65.80708,0.07195963
3.39424422141029E-07,66.20809,0.1317479
3.39505685302099E-07,66.63156,0.1973022
3.39602908742467E-07,67.11877,0.2632096
3.39708152721644E-07,67.62901,0.3059305
3.39829276356573E-07,68.2075,0.3073969
3.39973942180307E-07,68.90369,0.2544314
3.40051378812416E-07,69.28625,0.2044674
3.40123789670687E-07,69.65581,0.1472803
3.40189822725247E-07,70.00248,0.09470409
3.4024679941826E-07,70.30901,0.0531159
3.40302444105943E-07,70.61427,0.01920446
3.40358887268597E-07,70.92831,-0.00626872
3.40413721988336E-07,71.23613,-0.0207231
3.40471122840132E-07,71.55918,-0.022895
3.40552894883773E-07,72.01706,-0.006488726
3.40628515437636E-07,72.4348,0.02554783
3.406978544062E-07,72.80962,0.06752694
3.40768704074275E-07,73.1823,0.1176733
3.40840941248118E-07,73.55042,0.1697063
3.40928974143931E-07,73.98425,0.2254021
3.41023485745991E-07,74.43618,0.2658225
3.41135291199883E-07,74.96101,0.2786025
3.41263731684426E-07,75.56387,0.2508135
3.41350400469259E-07,75.97765,0.208419
3.41423886164988E-07,76.33768,0.1602692
3.41490268155313E-07,76.67147,0.1136823
3.41550723955852E-07,76.98254,0.07295884
3.41604400102658E-07,77.26402,0.04118621
3.41657216913794E-07,77.54506,0.0162442
3.41710203817436E-07,77.82984,-0.001005967
3.41763565557129E-07,78.11823,-0.009626993
3.4181509774099E-07,78.39672,-0.0082376
3.4188962935469E-07,78.79692,0.008423332
3.41963640155382E-07,79.18893,0.03834927
3.42033812852767E-07,79.55293,0.07693012
3.42105594838118E-07,79.91537,0.12175
3.42190803291777E-07,80.33259,0.1738299
3.42282813546492E-07,80.76927,0.2191365
3.42388943738122E-07,81.26044,0.2472055
3.4250740805421E-07,81.80331,0.24301
3.42629477781932E-07,82.36751,0.2036713
3.42725094256716E-07,82.81934,0.1539551
3.42798962756158E-07,83.1778,0.1095759
3.42864609813325E-07,83.50388,0.07134817
3.42922877437469E-07,83.7986,0.04207007
3.42979721441945E-07,84.08997,0.0202428
3.43036472501753E-07,84.3833,0.006410938
3.43088376060905E-07,84.65257,0.00152346
3.43136755727101E-07,84.90315,0.004940827
3.43210296824876E-07,85.28129,0.02212308
3.4327948596926E-07,85.63237,0.04834874
3.43345191349246E-07,85.9593,0.08081991
3.43418288229479E-07,86.3143,0.1208516
3.43499679389401E-07,86.69891,0.1636444
3.4359117458951E-07,87.11954,0.2016873
3.43692922415921E-07,87.57738,0.2232905
3.43811919440541E-07,88.10928,0.2157623
3.43964016916173E-07,88.79533,0.1686928
3.44039684345432E-07,89.14351,0.1332516
3.44095171001365E-07,89.40451,0.1036691
3.4414880137547E-07,89.66113,0.07616026
3.44203131197225E-07,89.92483,0.05168489
3.44262709124286E-07,90.21738,0.03060695
3.44321909233318E-07,90.51041,0.0170158
3.44379617482616E-07,90.79708,0.01208504
3.44440588273339E-07,91.09922,0.0167719
3.44525065785209E-07,91.51437,0.03634295
3.44592200930501E-07,91.83975,0.06047856
3.4465062298926E-07,92.11784,0.08670572
3.4471049516877E-07,92.39714,0.1156264
3.44780286167993E-07,92.71561,0.1479177
3.44863081887764E-07,93.08496,0.1792223
3.449580187744E-07,93.50032,0.2000269
3.45069772809076E-07,93.98501,0.1988001
3.4522109473027E-07,94.64423,0.1641516
3.45296791493841E-07,94.97896,0.1351928
3.45350924332214E-07,95.22269,0.1103028
3.45401179389501E-07,95.45234,0.0871789
3.45452032655381E-07,95.68767,0.06553937
3.455034955946E-07,95.92841,0.04684889
3.45557103496978E-07,96.1814,0.03256447
3.45630345658029E-07,96.52892,0.02217494
3.45700199462113E-07,96.86024,0.02293453
3.45788274533607E-07,97.27529,0.03760536
3.45860100975763E-07,97.60922,0.05885964
3.45936035743359E-07,97.95567,0.08804148
3.46010306952665E-07,98.28701,0.1184386
3.46100803348988E-07,98.68111,0.1517645
3.46196394094113E-07,99.08837,0.1755683
3.46312137282739E-07,99.57467,0.1822672
3.46450691626729E-07,100.1559,0.1633187
3.46523756594051E-07,100.4654,0.1419256
3.46599772197005E-07,100.7926,0.1128895
3.46672797127878E-07,101.1121,0.08424284
3.46740927225843E-07,101.4145,0.06002237
3.46804596611362E-07,101.7004,0.04215426
3.46867151427903E-07,101.9833,0.03101687
3.46933686927608E-07,102.285,0.0273427
3.47009023651816E-07,102.6254,0.03317363
3.47089689865559E-07,102.9861,0.04970613
3.47180045148395E-07,103.3831,0.07710894
3.47278832787021E-07,103.8072,0.1110978
3.47378470495244E-07,104.2241,0.1417871
3.47486215306368E-07,104.6652,0.1625222
3.47603357449301E-07,105.1391,0.1641008
3.47749681950025E-07,105.7315,0.1407762
3.47827408805952E-07,106.0499,0.1188219
3.47906816616736E-07,106.3803,0.09195417
3.47986014653703E-07,106.7148,0.06662471
3.4806183302984E-07,107.0389,0.04725887
3.48136385911463E-07,107.36,0.03574901
3.48216425998648E-07,107.7054,0.03326125
3.48300660836635E-07,108.0671,0.04137375
3.48385427136964E-07,108.4267,0.05899739
3.48474415228132E-07,108.7972,0.08395844
3.4857955297306E-07,109.225,0.1148799
3.48678848898624E-07,109.6198,0.1382279
3.48794074086468E-07,110.0698,0.1509952
3.48916557220655E-07,110.5451,0.1447019
3.49058877570503E-07,111.1003,0.11723
3.49150230681664E-07,111.4614,0.09234767
3.4922843841907E-07,111.7754,0.070198
3.4930664925237E-07,112.0931,0.05190246
3.49387539716873E-07,112.4241,0.04003197
3.49473593988373E-07,112.7769,0.03709462
3.4956584145807E-07,113.1531,0.04473388
3.49651272069344E-07,113.4974,0.06037881
3.49743520756221E-07,113.8623,0.08295427
3.49853294609663E-07,114.2871,0.1102793
3.49956965861429E-07,114.6796,0.129614
3.50077310701842E-07,115.1282,0.1376527
3.50207416864447E-07,115.6107,0.1286028
3.50310542084464E-07,115.995,0.1098629
3.50388827185105E-07,116.2899,0.09079621
3.5046533163055E-07,116.5815,0.07167087
3.50544207073826E-07,116.8853,0.05483704
3.50624651517223E-07,117.1973,0.04332691
3.50709939710526E-07,117.5288,0.03925846
3.50802479464344E-07,117.8871,0.044243
3.50885397090255E-07,118.2049,0.05618455
3.50973379756559E-07,118.5366,0.07419706
3.51080011560928E-07,118.9307,0.09755333
3.51179826427641E-07,119.2922,0.1152787
3.51297467077772E-07,119.7111,0.1252147
3.51423279325077E-07,120.156,0.1206304
3.51553892075154E-07,120.6188,0.1020183
3.51637264765182E-07,120.9169,0.0849901
3.51711209341864E-07,121.1842,0.06896351
3.51787615357391E-07,121.4628,0.05469155
3.51866963403036E-07,121.7539,0.04454443
3.51951049269357E-07,122.0629,0.04057394
3.52041812648375E-07,122.3951,0.04426115
3.52127335339968E-07,122.7051,0.05451652
3.52216894896641E-07,123.0247,0.07011677
3.52325302480858E-07,123.4044,0.09049825
3.52426059452177E-07,123.7505,0.1058023
3.52545215927523E-07,124.1532,0.1141518
3.52672814248158E-07,124.5814,0.1097087
3.52800485043847E-07,125.0104,0.09361603
3.52885132516333E-07,125.2971,0.07856257
3.52962565187685E-07,125.5617,0.0642225
3.53044402043001E-07,125.8436,0.05173391
3.53138220173715E-07,126.1682,0.04298329
3.53226925040528E-07,126.4747,0.04201262
3.5334651260263E-07,126.8848,0.05058376
3.5343758673649E-07,127.1929,0.06275915
3.53534538291832E-07,127.5149,0.07842822
3.53648541454984E-07,127.8863,0.09459005
3.53761082810552E-07,128.2469,0.103216
3.53896836544019E-07,128.6777,0.1005767
3.54062069732933E-07,129.2023,0.08335939
3.54159660286989E-07,129.5141,0.06863408
3.54241694778927E-07,129.7786,0.05619266
3.54331329392176E-07,130.0692,0.04620652
3.54430767319828E-07,130.392,0.04159238
3.54540031978652E-07,130.7448,0.04491198
3.54655568761925E-07,131.1134,0.05614435
3.54761440430738E-07,131.4452,0.07026861
3.54874189456304E-07,131.7916,0.08452117
3.54993304192442E-07,132.1512,0.09354836
3.5512220645931E-07,132.5361,0.0928184
3.55283284587736E-07,133.016,0.0796531
3.55375767637613E-07,133.2927,0.0678412
3.55459590883718E-07,133.5453,0.05643446
3.55553467649691E-07,133.8296,0.04649587
3.55660377172209E-07,134.1539,0.04098285
3.55767367635017E-07,134.4765,0.04310506
3.55919399331511E-07,134.9288,0.05564724
3.56042154015025E-07,135.2869,0.06931276
3.56159895585065E-07,135.6232,0.08074754
3.56284336479029E-07,135.9729,0.08597448
3.56419923325656E-07,136.3506,0.08192685
3.56559498243388E-07,136.7392,0.06952009
3.56656288170688E-07,137.01,0.05824615
3.5674668368396E-07,137.2643,0.04844496
3.56848476478413E-07,137.5514,0.0412289
3.56956614616854E-07,137.8556,0.03966564
3.5708113239984E-07,138.2031,0.04504186
3.5717469570303E-07,138.4606,0.05308225
3.57275372635115E-07,138.7327,0.06328311
3.57403786773803E-07,139.0735,0.07391729
3.5752311612873E-07,139.3853,0.07785884
3.57671786548177E-07,139.7702,0.07337564
3.57808416060429E-07,140.1236,0.06249168
3.57904957697368E-07,140.3741,0.05269538
3.57996754721092E-07,140.6133,0.04448118
3.5811188296671E-07,140.9136,0.03835203
3.58217529023771E-07,141.1877,0.03831064
3.58363035227675E-07,141.561,0.04563856
3.58471288591868E-07,141.834,0.05432398
3.58581540158309E-07,142.1066,0.06326202
3.58708975349829E-07,142.4161,0.06958727
3.58840248853476E-07,142.731,0.06907973
3.59010250550931E-07,143.1365,0.05983286
3.59105319643385E-07,143.3634,0.05189406
3.59192545058047E-07,143.5723,0.0443527
3.59293052058695E-07,143.8132,0.03802169
3.59404939191165E-07,144.0806,0.0354728
3.59530788333616E-07,144.3789,0.03828504
3.59637727354866E-07,144.6288,0.04453651
3.59742663985401E-07,144.8697,0.05229512
3.5986246274367E-07,145.1396,0.0597758
3.59989353123668E-07,145.4207,0.06316248
3.60134334874401E-07,145.7384,0.06016191
3.60279559717281E-07,146.0554,0.05156983
3.60380200571171E-07,146.2752,0.04396588
3.60475908738985E-07,146.4845,0.03767313
3.60595667872222E-07,146.7459,0.03330708
3.60708603375744E-07,146.9904,0.03387776
3.60869638719679E-07,147.3337,0.04072523
3.60993397496905E-07,147.5924,0.04806732
3.61115119996115E-07,147.8413,0.0541845
3.6124783689229E-07,148.1079,0.05645074
3.61392754489828E-07,148.3959,0.05308061
3.61516317270875E-07,148.6403,0.04634432
3.61613274559166E-07,148.832,0.03987793
3.61713148054511E-07,149.0294,0.03420721
3.61835367985142E-07,149.2703,0.03045287
3.61951592981844E-07,149.497,0.03113175
3.62117334238023E-07,149.815,0.03740022
3.62245787409774E-07,150.0562,0.043866
3.62370397891067E-07,150.2848,0.04878248
3.62505453684974E-07,150.5282,0.04991188
3.62655813904543E-07,150.7961,0.04603794
3.62757928197516E-07,150.9771,0.0408929
3.62853700879043E-07,151.1467,0.03528658
3.62958716911622E-07,151.3322,0.0302685
3.63082236702524E-07,151.5494,0.02732104
3.63201948138736E-07,151.7574,0.02822088
3.63349975506972E-07,152.0102,0.03324468
3.63472680013131E-07,152.2151,0.03863084
3.63596946955293E-07,152.4178,0.04287219
3.63731829047771E-07,152.6337,0.04389266
3.63883033790931E-07,152.8725,0.04054968
3.6398976793378E-07,153.0399,0.03588933
3.64085233142117E-07,153.1892,0.03103886
3.64189705708054E-07,153.352,0.02671248
3.6431464758496E-07,153.5455,0.02414445
3.64435139756206E-07,153.7296,0.0249254
3.64579943888972E-07,153.9466,0.02914244
3.64701395855501E-07,154.1244,0.03369868
3.64825665795864E-07,154.3018,0.03729532
3.64960725988834E-07,154.4906,0.03810444
3.65112411163393E-07,154.6996,0.03512919
3.65218797655193E-07,154.8448,0.03106886
3.65314432425911E-07,154.9747,0.02683822
3.65419121003929E-07,155.1162,0.02306923
3.65544052044935E-07,155.2836,0.0208332
3.65664845558284E-07,155.443,0.02148299
3.658074661324E-07,155.6272,0.02501837
3.65927930760284E-07,155.7788,0.02886939
3.66051618691204E-07,155.9304,0.03191193
3.66186142196993E-07,156.0914,0.03257336
3.66337016690274E-07,156.2688,0.02998464
3.66444437307082E-07,156.3937,0.02641437
3.66539358854542E-07,156.5033,0.02274838
3.66642583117267E-07,156.6215,0.01947229
3.66766880567285E-07,156.7625,0.0174348
3.66885683851654E-07,156.8948,0.01787111
3.67032387861421E-07,157.0543,0.02089183
3.67153931579365E-07,157.1826,0.02417211
3.67275893571587E-07,157.3075,0.02671849
3.6740926207154E-07,157.4404,0.02726818
3.6755719754095E-07,157.5847,0.02507133
3.67666539367206E-07,157.6899,0.02191648
3.67761015788196E-07,157.7798,0.01872434
3.67861203492747E-07,157.8743,0.01588858
3.67983845265776E-07,157.9884,0.01397266
3.68097874097736E-07,158.0922,0.0141802
3.68263394408407E-07,158.2384,0.0169558
3.68390851431905E-07,158.3472,0.01979448
3.68511062244848E-07,158.4459,0.02181738
3.68642418530265E-07,158.5504,0.02209929
3.68787640048954E-07,158.6631,0.02008444
3.68888993364658E-07,158.7403,0.01749349
3.68981615573629E-07,158.8099,0.01473308
3.6907790927038E-07,158.8813,0.01224692
3.69184653014029E-07,158.9593,0.01055645
3.69296770092536E-07,159.0392,0.01035389
3.6943555004639E-07,159.1352,0.01191944
3.69540384074076E-07,159.2051,0.01391136
3.69645385139847E-07,159.2723,0.01589495
3.69772037551696E-07,159.3502,0.01725846
3.6989497740989E-07,159.423,0.01687944
3.70059568845274E-07,159.5174,0.01419304
3.7015041029234E-07,159.5683,0.01199336
3.70233745975854E-07,159.6141,0.00984156
3.70323916044298E-07,159.6627,0.007979294
3.70431148923226E-07,159.7193,0.006743562
3.70532575911155E-07,159.771,0.006784192
3.70675820468847E-07,159.841,0.008353959
3.70783917759097E-07,159.8912,0.01011469
3.70887869198954E-07,159.9369,0.0116878
3.71003672290547E-07,159.9851,0.0125543
3.71123375057688E-07,160.0324,0.01203578
3.71283228271399E-07,160.0928,0.009608986
3.71373299949926E-07,160.1257,0.00766663
3.71447259164563E-07,160.1518,0.005970075
3.71523984347533E-07,160.1783,0.004472347
3.7160519165771E-07,160.2056,0.003394416
3.71692330046005E-07,160.2338,0.002945342
3.71783278842175E-07,160.2619,0.003226206
3.71859833232639E-07,160.2845,0.00398707
3.71938906841625E-07,160.3064,0.005106033
3.7202899938163E-07,160.3297,0.00643606
3.72123989868356E-07,160.3525,0.007528816
3.7222638763727E-07,160.3752,0.007988837
3.72339944623445E-07,160.3982,0.007390271
3.72492590611729E-07,160.4267,0.005266753
3.72572671412847E-07,160.4406,0.003735244
3.72631094073636E-07,160.4502,0.002520576
3.7268483130605E-07,160.4587,0.001481124
3.72738891628556E-07,160.4669,0.0005901046
3.7279332297381E-07,160.4748,-0.000095463
3.72848476242413E-07,160.4824,-0.0005337498
3.72905305453919E-07,160.4896,-0.0006713992
3.7298697557063E-07,160.4992,-0.0004253953
3.73047942703377E-07,160.5057,0.00004031169
3.73100128469936E-07,160.5106,0.0006197127
3.73153058654104E-07,160.515,0.001297441
3.73201033043526E-07,160.5184,0.001924161
3.7326400385131E-07,160.5222,0.002671198
3.73331782521482E-07,160.5255,0.003267697
3.73414394584407E-07,160.5283,0.003581375
3.73502892256624E-07,160.53,0.003311601
3.73619722644141E-07,160.5308,0.00217588
3.73686191009434E-07,160.5305,0.001191751
3.73744767985068E-07,160.5297,0.0001465749
3.73800926351403E-07,160.5286,-0.0008898061
3.73857655597246E-07,160.5271,-0.001889254
3.7391306844703E-07,160.5253,-0.002748488
3.73971033540246E-07,160.523,-0.003438283
3.74051956656164E-07,160.5188,-0.003982357
3.74151840403674E-07,160.5126,-0.004098059
3.74213334151516E-07,160.508,-0.003851668
3.74268812325928E-07,160.5032,-0.003416791
3.74316816730958E-07,160.4986,-0.002943706
3.74360379783185E-07,160.494,-0.002473184
3.7440438918253E-07,160.4889,-0.001996411
3.74448946690079E-07,160.4834,-0.001552995
3.74504813341513E-07,160.476,-0.001105214
3.74569960404262E-07,160.4666,-0.0007779757
3.7463252386469E-07,160.457,-0.0007092317
3.74694971935635E-07,160.4467,-0.0009466843
3.74789242312154E-07,160.4301,-0.001759693
3.74863620326531E-07,160.4163,-0.002702448
3.74942219277992E-07,160.4009,-0.003908006
3.75018906934692E-07,160.3852,-0.00510533
3.75111599379127E-07,160.3652,-0.006359276
3.75210737596684E-07,160.3425,-0.007235639
3.75334506363888E-07,160.3122,-0.007516996
3.75479603321605E-07,160.2739,-0.006980794
3.75568863589876E-07,160.2486,-0.006322733
3.75645493810146E-07,160.2256,-0.005703705
3.75728088695568E-07,160.1994,-0.005213376
3.75821541482164E-07,160.1685,-0.005032107
3.75917654475115E-07,160.1351,-0.005394658
3.76068006218266E-07,160.0805,-0.006792995
3.76189127568344E-07,160.0346,-0.008312305
3.76308428200709E-07,159.9875,-0.009778895
3.76437047203462E-07,159.9346,-0.01082081
3.76578634755072E-07,159.8736,-0.0110757
3.7674327514508E-07,159.799,-0.01048393
3.76855199615321E-07,159.7458,-0.00982843
3.7696330087385E-07,159.692,-0.009365773
3.77095916686421E-07,159.6234,-0.009413097
3.7723471091892E-07,159.549,-0.01023838
3.77366797151246E-07,159.4758,-0.01159582
3.77496275885902E-07,159.4018,-0.01303049
3.77662157578592E-07,159.304,-0.01435235
3.77815367098448E-07,159.2101,-0.01468031
3.78028844473077E-07,159.0736,-0.01408544
3.78170926364719E-07,158.9789,-0.01356792
3.78316160219172E-07,158.8784,-0.01350937
3.78478272822925E-07,158.7625,-0.01431795
3.78663443205266E-07,158.626,-0.01597315
3.78827105570603E-07,158.5018,-0.01739804
3.79025194730221E-07,158.3466,-0.01828822
3.79218717809364E-07,158.1901,-0.01817754
3.79367738182686E-07,158.0655,-0.01772066
3.7952309356525E-07,157.9315,-0.01753103
3.79717066227401E-07,157.7591,-0.01822355
3.7995901189189E-07,157.5378,-0.02002158
3.80149817845812E-07,157.358,-0.02134827
3.80390479698675E-07,157.1241,-0.022013
3.80621199946889E-07,156.8929,-0.02175598
3.80793423102097E-07,156.7148,-0.02159515
3.81022300666639E-07,156.4711,-0.02226712
3.8125705732052E-07,156.2148,-0.02381048
3.81450909931499E-07,155.9975,-0.02502627
3.81732736467993E-07,155.6728,-0.02574158
3.81990098920966E-07,155.3678,-0.02561706
3.82202659214338E-07,155.1083,-0.02574567
3.82484132738782E-07,154.7546,-0.02695364
3.82814484626869E-07,154.3279,-0.02875607
3.83122034530331E-07,153.9188,-0.0295996
3.83427107830016E-07,153.5011,-0.02964004
3.83677677068798E-07,153.1481,-0.03004714
3.84280846160968E-07,152.2665,-0.03286656
3.84638222630335E-07,151.7228,-0.03353068
3.84998243258025E-07,151.1596,-0.03390397
3.85365169543811E-07,150.5692,-0.03509821
3.85738566688402E-07,149.9522,-0.03668389
3.86114606381676E-07,149.3143,-0.0375137
3.86510323807514E-07,148.6248,-0.03801006
3.86915893930108E-07,147.8991,-0.03925885
3.87335471850055E-07,147.1288,-0.04079374
3.88265969279665E-07,145.3505,-0.04257327
3.88792363010146E-07,144.3031,-0.04427475
3.89283544136727E-07,143.2999,-0.04556609
3.89811465789497E-07,142.1932,-0.04643571
3.90860906677793E-07,139.9065,-0.0493083
3.91631295919857E-07,138.1595,-0.0508008
3.93019131413628E-07,134.8763,-0.05413232
3.93978357968422E-07,132.5047,-0.05597954
3.95757646069884E-07,127.9144,-0.05979465
3.98297393733699E-07,120.9471,-0.06454366
4.01009454494606E-07,113.0819,-0.06912255
4.02493904026782E-07,108.612,-0.07144836
4.04254883162944E-07,103.1936,-0.07392841
4.06254883162945E-07,96.92629,-0.07663747
4.08254883162946E-07,90.57324,-0.07909496
4.10254883162947E-07,84.17147,-0.0815395
4.12254883162948E-07,77.76283,-0.08394767
4.14254883162949E-07,71.3897,-0.08665271
4.1625488316295E-07,65.09529,-0.08979995
4.18254883162951E-07,58.92353,-0.09375375
4.20254883162952E-07,52.91951,-0.09888169
4.22254883162953E-07,47.12895,-0.1054094
4.24254883162954E-07,41.598,-0.1137175
4.26254883162955E-07,36.33307,-0.1238524
4.27377031133803E-07,33.51815,-0.137227
4.27962704454757E-07,32.12278,-0.1586912
4.28444227601417E-07,31.03297,-0.1894338
4.28724928789035E-07,30.42764,-0.2078039
4.28999230400229E-07,29.85829,-0.2205752
4.29250680240433E-07,29.34889,-0.2268434
4.29770475911301E-07,28.32167,-0.2311778
4.30073943699495E-07,27.73567,-0.2339423
4.30380068721284E-07,27.15474,-0.2376744
4.30650058862846E-07,26.65245,-0.2403303
4.31032137478706E-07,25.95491,-0.2412885
4.31389017312046E-07,25.31265,-0.2393625
4.31579417951695E-07,24.97368,-0.2372762
4.31758072440101E-07,24.65821,-0.2350521
4.32011225821439E-07,24.21441,-0.2324012
4.3224467665787E-07,23.80935,-0.2310189
4.32580409540351E-07,23.23504,-0.2308935
4.32899793555039E-07,22.6988,-0.2320552
4.33264354983258E-07,22.10009,-0.2336236
4.33613486823155E-07,21.54007,-0.233866
4.34059789620029E-07,20.84184,-0.2317757
4.34644200345045E-07,19.95133,-0.2273911
4.35269707769974E-07,19.02714,-0.2237652
4.35861513343271E-07,18.18682,-0.2223502
4.3656922031926E-07,17.22599,-0.2209185
4.37173084878521E-07,16.4431,-0.2175865
4.37832441010667E-07,15.62457,-0.2118263
4.38357429327978E-07,14.99914,-0.2072792
4.38933536120004E-07,14.34342,-0.2033057
4.39565281262019E-07,13.65968,-0.1991591
4.40221631928223E-07,12.98684,-0.1935118
4.41634718842933E-07,11.67126,-0.177139
4.42540273071222E-07,10.91233,-0.1668809
4.43298320548981E-07,10.33429,-0.1578812
4.44306197198925E-07,9.641539,-0.144001
4.45161734474887E-07,9.113165,-0.1309926
4.45946275318438E-07,8.683895,-0.1189022
4.46771473886638E-07,8.287155,-0.10611
4.47544321142322E-07,7.966971,-0.09329715
4.48425760337362E-07,7.657928,-0.07757282
4.49155026336608E-07,7.448119,-0.064261
4.49999999999997E-07,7.25186,-0.0566249
4.50228402304351E-07,7.212624,-0.06823438
4.503305459254E-07,7.202951,-0.08352548
4.5041190848875E-07,7.201188,-0.1011664
4.50494362661688E-07,7.205962,-0.1215743
4.50624493982596E-07,7.226346,-0.1555051
4.50785484893899E-07,7.272202,-0.1946526
4.51020623020971E-07,7.371218,-0.2377991
4.51245679050261E-07,7.488832,-0.2528627
4.51536866351359E-07,7.652765,-0.2348343
4.51644592644543E-07,7.709785,-0.2154363
4.5178454741363E-07,7.774907,-0.1777572
4.5186469207099E-07,7.806844,-0.1520504
4.51921643280086E-07,7.825972,-0.1304327
4.51952466391415E-07,7.834519,-0.1151965
4.51999999999998E-07,7.845075,-0.08440263
4.52021581358684E-07,7.848695,-0.06663352
4.5203612424981E-07,7.850329,-0.05205849
4.52048988042506E-07,7.851225,-0.03749821
4.52059762424557E-07,7.851518,-0.0240605
4.52073279064987E-07,7.851315,-0.00577402
4.52083238818231E-07,7.850734,0.008723181
4.52093467532574E-07,7.849559,0.02494253
4.52112547500774E-07,7.845536,0.05916537
4.5215070743717E-07,7.829504,0.1428425
4.52219976578957E-07,7.782035,0.3269704
4.52246350594792E-07,7.756261,0.4091589
4.52272749848103E-07,7.721407,0.5024533
4.52303487907594E-07,7.670627,0.6166543
4.52334225967085E-07,7.609885,0.7304743
4.52364964026575E-07,7.539182,0.8439133
4.52395702086066E-07,7.458517,0.9569714
4.52426440145557E-07,7.367891,1.069649
4.52457178205048E-07,7.267303,1.181945
4.52487916264539E-07,7.156754,1.29386
4.5258726083287E-07,6.734673,1.639595
4.52654474632331E-07,6.395652,1.860732
4.52715851946502E-07,6.051793,2.052232
4.52785389286631E-07,5.622955,2.255128
4.52851652396427E-07,5.178679,2.433107
4.52927397482785E-07,4.631701,2.61648
4.53003441302457E-07,4.0459,2.777564
4.5309021900188E-07,3.338764,2.931288
4.53181169717707E-07,2.56255,3.056173
4.53287426114367E-07,1.623221,3.153164
4.53405226819663E-07,0.5610827,3.197598
4.53548918601386E-07,-0.7311769,3.161922
4.53719950055187E-07,-2.206117,2.994914
4.53945382866748E-07,-3.92858,2.588106
4.54257869793457E-07,-5.79566,1.784011
4.54543631399302E-07,-6.883797,0.8929501
4.54759941835496E-07,-7.188066,0.1671426
4.54970192106459E-07,-7.014,-0.5207787
4.55182134526162E-07,-6.477174,-1.161663
4.55275748584443E-07,-6.12057,-1.415575
4.55354599437753E-07,-5.752152,-1.607001
4.55410493354638E-07,-5.463445,-1.730567
4.55468451113714E-07,-5.140967,-1.846689
4.55531457126112E-07,-4.769197,-1.959985
4.55595579789762E-07,-4.370045,-2.060328
4.5567398139779E-07,-3.856703,-2.160415
4.55783424927377E-07,-3.110461,-2.267079
4.55854514923026E-07,-2.610934,-2.314035
4.55927058252195E-07,-2.09108,-2.338741
4.56010425541863E-07,-1.489448,-2.342116
4.56101419241824E-07,-0.8335724,-2.320023
4.56159238867332E-07,-0.4205174,-2.290644
4.56219385014499E-07,0.002634684,-2.245637
4.56283326331679E-07,0.4429842,-2.184156
4.56354571459549E-07,0.9192896,-2.100141
4.56430283264436E-07,1.406503,-1.994726
4.56500074321274E-07,1.836782,-1.884373
