t,v,i
1.23149119726172E-07,160.5592,0.001255503
1.23197270990957E-07,160.5627,0.001885678
1.23259097029773E-07,160.5665,0.002626705
1.2332675382136E-07,160.5698,0.003239063
1.23408260434267E-07,160.5727,0.003578893
1.23496439535644E-07,160.5745,0.00335268
1.23609810453028E-07,160.5754,0.002308666
1.23675383477174E-07,160.5752,0.001364356
1.23734208596408E-07,160.5745,0.0003280576
1.23790580036917E-07,160.5735,-0.0007124043
1.23847694282572E-07,160.572,-0.001731333
1.23903184292793E-07,160.5703,-0.002616607
1.23958730424445E-07,160.5681,-0.003316505
1.24036676905441E-07,160.5643,-0.00391861
1.24130890804777E-07,160.5587,-0.004129649
1.24198567974052E-07,160.5538,-0.003924327
1.24254841723588E-07,160.5491,-0.003524645
1.24303471901065E-07,160.5445,-0.003064547
1.24346936817177E-07,160.5401,-0.00260177
1.24390670673946E-07,160.5352,-0.002124911
1.2443530824101E-07,160.5298,-0.001665524
1.2448639551057E-07,160.5231,-0.001223287
1.24550392029544E-07,160.5141,-0.0008425361
1.2461418892705E-07,160.5045,-0.0006973792
1.24675663980227E-07,160.4946,-0.0008399023
1.24754460837077E-07,160.481,-0.001393475
1.24825518063881E-07,160.4681,-0.002188761
1.2489291242479E-07,160.4553,-0.003156072
1.24963115375569E-07,160.4413,-0.004265092
1.25046979923552E-07,160.4239,-0.005542388
1.25139121710791E-07,160.4037,-0.006670709
1.25247671998419E-07,160.3783,-0.007409783
1.25377273855074E-07,160.3461,-0.007487016
1.25469128988613E-07,160.3217,-0.007056241
1.25547087142942E-07,160.2996,-0.006445393
1.25625975249137E-07,160.2761,-0.005795456
1.2571028848971E-07,160.2497,-0.005258922
1.25804575777997E-07,160.2188,-0.005014214
1.25897847729954E-07,160.1867,-0.005285847
1.26033934253328E-07,160.1378,-0.006433965
1.26140026428903E-07,160.0981,-0.007730672
1.26251100033573E-07,160.055,-0.009181297
1.26378968714288E-07,160.0034,-0.01047624
1.26510668231136E-07,159.9478,-0.01103337
1.26685488237684E-07,159.8704,-0.01073413
1.26779368269447E-07,159.8269,-0.01022489
1.26880966297987E-07,159.7776,-0.00962086
1.27002307765152E-07,159.7166,-0.009268803
1.2713174589685E-07,159.6488,-0.009597403
1.27302289175652E-07,159.5562,-0.01096099
1.27420750372833E-07,159.4899,-0.01227066
1.27551398515024E-07,159.4143,-0.01361945
1.27711065557151E-07,159.3189,-0.01454097
1.27885246086139E-07,159.211,-0.01456499
1.28143551497437E-07,159.042,-0.01354665
1.28293784626854E-07,158.9384,-0.01346001
1.28454471216207E-07,158.824,-0.01422205
1.28642797850327E-07,158.6858,-0.01588516
1.28805524754649E-07,158.5627,-0.0173048
1.29005821121446E-07,158.4063,-0.01823167
1.2919654932288E-07,158.2526,-0.01814699
1.29347284201781E-07,158.127,-0.01768813
1.2950235739933E-07,157.9937,-0.01748781
1.29697034700909E-07,157.8212,-0.01815904
1.29934027350738E-07,157.6051,-0.01990897
1.30120307640281E-07,157.4302,-0.02122701
1.30363582234382E-07,157.1947,-0.02195785
1.30759838575754E-07,156.7938,-0.02153999
1.30980984747597E-07,156.5594,-0.02209971
1.3140518317052E-07,156.0932,-0.02486062
1.31649966172368E-07,155.8132,-0.02565655
1.31904421851101E-07,155.5144,-0.02558063
1.32105504916433E-07,155.2711,-0.02557837
1.32403000343784E-07,154.901,-0.02661178
1.32674149016936E-07,154.5551,-0.02820321
1.32920098883553E-07,154.2329,-0.02925143
1.33481227547107E-07,153.4682,-0.02963802
1.33823094746708E-07,152.9819,-0.03078411
1.34130899086318E-07,152.5328,-0.03234049
1.34425361856458E-07,152.0918,-0.03325475
1.34762571814846E-07,151.5739,-0.03345988
1.35043394446583E-07,151.1312,-0.0339283
1.35404944713058E-07,150.5471,-0.03545381
1.35736827629202E-07,149.9977,-0.03674297
1.36524965649514E-07,148.6405,-0.03802792
1.36948238118407E-07,147.8819,-0.03952359
1.37374845602663E-07,147.0971,-0.04091024
1.37835009201261E-07,146.2281,-0.04163401
1.38259736024129E-07,145.4048,-0.04256683
1.38737024493093E-07,144.4566,-0.04423394
1.39171261123105E-07,143.5731,-0.04529672
1.39670553084592E-07,142.5317,-0.04610022
1.40729497050226E-07,140.2391,-0.04901998
1.41419659432849E-07,138.686,-0.05030799
1.42704233052813E-07,135.6756,-0.05345474
1.4360037007772E-07,133.4864,-0.05518897
1.44478543537642E-07,131.2806,-0.05714737
1.45294109301562E-07,129.1702,-0.05889313
1.47747882256213E-07,122.5273,-0.06356577
1.50284861315384E-07,115.2563,-0.06794297
1.51735801265134E-07,110.9315,-0.07031663
1.53735801265135E-07,104.8249,-0.07321363
1.55735801265136E-07,98.59014,-0.07598268
1.57735801265137E-07,92.25447,-0.07847972
1.59735801265138E-07,85.85921,-0.08093461
1.61735801265139E-07,79.44611,-0.08332331
1.6373580126514E-07,73.0574,-0.08593684
1.65735801265141E-07,66.73608,-0.08894188
1.67735801265142E-07,60.52586,-0.09264506
1.69735801265143E-07,54.4716,-0.09745184
1.71735801265144E-07,48.61886,-0.1035694
1.73735801265145E-07,43.0138,-0.1114364
1.75735801265146E-07,37.6825,-0.1209349
1.77287674897059E-07,33.7431,-0.1354679
1.77867162188419E-07,32.34388,-0.1535712
1.7826869161032E-07,31.42245,-0.177853
1.78580067187904E-07,30.73968,-0.1991793
1.78868287778504E-07,30.13114,-0.2149059
1.79107075459176E-07,29.64079,-0.2228872
1.79364566782805E-07,29.12296,-0.2270988
1.79681529803641E-07,28.49598,-0.2300018
1.79972473224851E-07,27.93016,-0.2330476
1.80282850508242E-07,27.33789,-0.2372843
1.80577646422958E-07,26.78664,-0.2407601
1.80921809451472E-07,26.15545,-0.242163
1.81277293345631E-07,25.51298,-0.2404562
1.81463920595391E-07,25.17913,-0.2383441
1.81631073365779E-07,24.88226,-0.2360064
1.81825278732296E-07,24.53934,-0.2335018
1.8204338691842E-07,24.15714,-0.2315137
1.82327968191829E-07,23.66382,-0.2305067
1.82612488788968E-07,23.17785,-0.2311032
1.82916450729265E-07,22.6684,-0.2327732
1.83248647361962E-07,22.12333,-0.2343625
1.83601386714483E-07,21.55757,-0.2344095
1.8404822991875E-07,20.8575,-0.2318902
1.84600700791487E-07,20.01284,-0.2273551
1.85165856589827E-07,19.17351,-0.2240419
1.85754026522406E-07,18.33105,-0.222946
1.86346556494E-07,17.51609,-0.2222888
1.86874944537243E-07,16.81971,-0.2198475
1.87525578195226E-07,15.9954,-0.2143652
1.88045846407327E-07,15.3609,-0.2096866
1.88604174854978E-07,14.70881,-0.2057018
1.89239867647681E-07,14.00102,-0.2018935
1.89862187933178E-07,13.34336,-0.1972185
1.90454233639651E-07,12.75334,-0.1910576
1.913234020757E-07,11.94181,-0.1808058
1.92221507919941E-07,11.16395,-0.1706826
1.93037465909969E-07,10.5213,-0.1613226
1.94057411722408E-07,9.798388,-0.1477314
1.949927201181E-07,9.203161,-0.1336657
1.9573220329656E-07,8.785245,-0.1223305
1.96549637457441E-07,8.377564,-0.1098542
1.97294379066193E-07,8.054494,-0.09775194
1.98532233993484E-07,7.606708,-0.07570621
1.9927565216194E-07,7.404507,-0.0621888
1.99999999999998E-07,7.238875,-0.05583374
2.00212607183101E-07,7.202015,-0.06595162
2.00306466203497E-07,7.192067,-0.07917183
2.00380482865759E-07,7.188918,-0.09440112
2.00451914864015E-07,7.190795,-0.1114149
2.005680943352E-07,7.203843,-0.1413474
2.00709753004038E-07,7.236206,-0.1774363
2.00917251045725E-07,7.311847,-0.2221861
2.01139693072424E-07,7.420024,-0.2496575
2.01405324681676E-07,7.565402,-0.244743
2.01705823438399E-07,7.723122,-0.1966691
2.01851345094601E-07,7.788045,-0.1570628
2.01914812128187E-07,7.810794,-0.1342322
2.0194805605927E-07,7.820295,-0.1182524
2.01999999999999E-07,7.832172,-0.08537573
2.02020125020739E-07,7.835639,-0.06899873
2.02036055742924E-07,7.837492,-0.05315196
2.02048045799221E-07,7.838376,-0.03967964
2.02059589106089E-07,7.838734,-0.02535789
2.02072842123879E-07,7.83859,-0.007526974
2.02082880461519E-07,7.838043,0.007020925
2.02093158082904E-07,7.836905,0.02324749
2.02112286882154E-07,7.832951,0.05743243
2.02150544480655E-07,7.817028,0.1411103
2.02220149359133E-07,7.76967,0.3256781
2.02245917697036E-07,7.744596,0.4058415
2.02273395431598E-07,7.708414,0.5027931
2.02304021886265E-07,7.657793,0.6164039
2.02334648340933E-07,7.597299,0.7296347
2.023652747956E-07,7.526931,0.8424857
2.02395901250267E-07,7.44669,0.9549568
2.02426527704935E-07,7.356575,1.067048
2.02457154159602E-07,7.256587,1.178759
2.02487780614269E-07,7.146725,1.290091
2.02586872503003E-07,6.727048,1.634529
2.02650836403172E-07,6.406227,1.844985
2.02714056730037E-07,6.054033,2.042408
2.02781927779188E-07,5.637856,2.240782
2.02849517563126E-07,5.186951,2.422778
2.02923702357389E-07,4.653776,2.603029
2.03000665283124E-07,4.063401,2.766922
2.03085999370905E-07,3.370765,2.919289
2.03177588976986E-07,2.591744,3.046637
2.03282213335767E-07,1.669519,3.144349
2.03400269711935E-07,0.6071919,3.191882
2.03541981507106E-07,-0.6661825,3.16099
2.03712629032012E-07,-2.140073,3.000414
2.03934202881643E-07,-3.843788,2.609451
2.04242631217889E-07,-5.70996,1.826245
2.0453409547518E-07,-6.848207,0.9240637
2.04751347036992E-07,-7.17629,0.1970859
2.0496126224659E-07,-7.021573,-0.4906703
2.05173112753213E-07,-6.500324,-1.133212
2.05273202299067E-07,-6.126488,-1.406535
2.05341643711398E-07,-5.812091,-1.574488
2.05396019768796E-07,-5.535793,-1.69661
2.05451974586408E-07,-5.230058,-1.811431
2.05514954225609E-07,-4.864636,-1.928158
2.05577565581027E-07,-4.480957,-2.030209
2.05651317452614E-07,-4.005259,-2.130643
2.05747993848649E-07,-3.355316,-2.235443
2.05814501624494E-07,-2.893621,-2.288289
2.05884591887986E-07,-2.395735,-2.322682
2.05971324074367E-07,-1.772382,-2.340338
2.06050880467558E-07,-1.199586,-2.330716
2.06162456548049E-07,-0.4018289,-2.28274
2.06222725527926E-07,0.02226558,-2.240131
2.06284803911121E-07,0.4488885,-2.180134
2.06356230747928E-07,0.9253403,-2.095634
2.06432885548118E-07,1.417584,-1.988796
2.06501161289894E-07,1.837591,-1.88078
2.06548861571343E-07,2.117899,-1.797691
2.06596553892928E-07,2.385006,-1.7082
2.06652044134185E-07,2.680109,-1.597594
2.06709088233336E-07,2.96491,-1.47734
2.06774120045279E-07,3.264333,-1.332784
2.0685079033969E-07,3.581179,-1.153837
2.06944632721184E-07,3.911743,-0.9249652
2.07069596405089E-07,4.247037,-0.6099485
2.07251240514663E-07,4.527028,-0.1495336
2.07491175702084E-07,4.577248,0.434434
2.07708570614201E-07,4.318976,0.9077245
2.07935438344396E-07,3.759608,1.307392
2.08178237049196E-07,2.928427,1.606607
2.08420356605039E-07,1.954558,1.761392
2.08649568090792E-07,0.98397,1.773724
2.08854792924579E-07,0.1473159,1.676353
2.09073544733753E-07,-0.6455988,1.478029
2.09282996174323E-07,-1.254113,1.22006
2.09532445453546E-07,-1.748976,0.8617321
2.0977790903174E-07,-1.989485,0.4941471
2.09993133256935E-07,-1.982464,0.1883742
2.10215814522631E-07,-1.779286,-0.08571436
2.10416606673255E-07,-1.453228,-0.2755358
2.1065452363827E-07,-0.9433823,-0.4191817
2.10864221601478E-07,-0.4334269,-0.470865
2.11052323498692E-07,0.03956279,-0.4506685
2.11244687837709E-07,0.5004988,-0.3697953
2.11442362594589E-07,0.9166438,-0.2337299
2.11654033804964E-07,1.266506,-0.04239476
2.11884720789253E-07,1.517238,0.1987769
2.12093484791154E-07,1.608799,0.428209
2.12323607730216E-07,1.55645,0.6720654
2.12554629040232E-07,1.360964,0.8858891
2.12803211118429E-07,1.019639,1.062107
2.13054619793574E-07,0.5840355,1.174879
2.13251980600908E-07,0.2068617,1.209199
2.13443623886876E-07,-0.1608582,1.192748
2.13638403905491E-07,-0.5046397,1.130699
2.13871876958779E-07,-0.840728,1.007077
2.14164293639269E-07,-1.122147,0.8055909
2.14431985233014E-07,-1.22647,0.5989182
2.14658052816714E-07,-1.184036,0.4244712
2.14849735420928E-07,-1.05224,0.290675
2.15045149211566E-07,-0.8394842,0.1781437
2.15240020473386E-07,-0.5665736,0.09781413
2.15467362829949E-07,-0.1992212,0.04774792
2.15675962309534E-07,0.1582195,0.04529803
2.15891684508644E-07,0.5239849,0.08659171
2.16075764304667E-07,0.8132451,0.1540635
2.16247671086784E-07,1.048326,0.241861
2.16421404458132E-07,1.238047,0.3496508
2.1662979444494E-07,1.391816,0.4947315
2.16876327916543E-07,1.466163,0.6735915
2.17160674868404E-07,1.410177,0.8693679
2.17482394283991E-07,1.186829,1.050774
2.1785794768928E-07,0.7827387,1.191971
2.18132188597295E-07,0.4313727,1.237317
2.18339148270316E-07,0.1582936,1.230743
2.18544906433015E-07,-0.09397219,1.192608
2.18752247511376E-07,-0.3112831,1.129573
2.18970515476652E-07,-0.4810016,1.043346
2.19264512194617E-07,-0.6052577,0.9127635
2.19586953973346E-07,-0.6036923,0.7748485
2.19984685976606E-07,-0.4399479,0.6361542
2.20256887118861E-07,-0.2458824,0.5750455
2.20467781806269E-07,-0.05785451,0.5569475
2.20668791579189E-07,0.1319792,0.564544
2.20873001613048E-07,0.3178619,0.5958433
2.21139205189595E-07,0.5328991,0.6637595
2.21366564038553E-07,0.678599,0.7400649
2.21600541171808E-07,0.7789853,0.8309687
2.21822097333727E-07,0.8184773,0.9199743
2.22145653147643E-07,0.7877859,1.040415
2.22501995144006E-07,0.6656809,1.146818
2.22823263888053E-07,0.4962779,1.208833
2.23093297999502E-07,0.3310599,1.230339
2.23330331970969E-07,0.1872189,1.225842
2.2353428061907E-07,0.07678969,1.206305
2.23735377245014E-07,-0.01143651,1.175777
2.23936649982555E-07,-0.07383986,1.137895
2.24149572913804E-07,-0.1086075,1.094052
2.24365897391538E-07,-0.1097781,1.050119
2.24605592257137E-07,-0.07359782,1.007167
2.24849139846009E-07,-0.00301982,0.9742782
2.25097864570457E-07,0.09552662,0.9553078
2.25324174781344E-07,0.1991763,0.9540814
2.25611863548443E-07,0.3333892,0.9743735
2.25920702427525E-07,0.4630843,1.017478
2.26182286901686E-07,0.5498692,1.068245
2.26388356848549E-07,0.5953886,1.115103
2.26582390245663E-07,0.6161102,1.16173
2.26778835257779E-07,0.6153757,1.208351
2.26986575344427E-07,0.5908793,1.253577
2.27284118121604E-07,0.5231492,1.306623
2.27638445432247E-07,0.4131352,1.349619
2.27963593321217E-07,0.2999561,1.367373
2.28254493316942E-07,0.2028624,1.365422
2.28480507891972E-07,0.1391634,1.353679
2.28667354865849E-07,0.1000328,1.338473
2.28875251189069E-07,0.07285137,1.318318
2.29064349473311E-07,0.06508896,1.29931
2.29337635638436E-07,0.08073249,1.274329
2.29632951933339E-07,0.1259341,1.254819
2.29967011508165E-07,0.2039547,1.246751
2.30327672505289E-07,0.3026817,1.25713
2.30703158166126E-07,0.4041293,1.286716
2.30928963564489E-07,0.4563458,1.313258
2.31126980215539E-07,0.4908931,1.341471
2.3132831123284E-07,0.5130207,1.372405
2.31581298243873E-07,0.5219487,1.411549
2.31887059700903E-07,0.5075736,1.455195
2.32258625876886E-07,0.460996,1.497387
2.32726551685091E-07,0.3788842,1.531341
2.33098874367298E-07,0.3094932,1.54293
2.33328057338808E-07,0.2717215,1.542417
2.3353096015217E-07,0.2463146,1.537838
2.33749620906462E-07,0.2286968,1.530709
2.33959073056273E-07,0.2228608,1.52331
2.34257736359746E-07,0.2319145,1.514427
2.3458872917661E-07,0.2610099,1.510438
2.35042153249136E-07,0.3203424,1.518464
2.35543071083926E-07,0.3922826,1.543407
2.35817647262756E-07,0.4275664,1.564535
2.36021425292105E-07,0.4474063,1.58375
2.36224575780385E-07,0.4602764,1.60433
2.36430050423138E-07,0.4658792,1.625429
2.36678054186687E-07,0.4628512,1.649834
2.36995213644373E-07,0.4464294,1.677333
2.37391052157979E-07,0.4135764,1.703862
2.37833878857659E-07,0.3706704,1.723715
2.38090530967495E-07,0.3470325,1.73012
2.38294701932908E-07,0.3316662,1.732299
2.38488549335986E-07,0.3212715,1.732893
2.386897213465E-07,0.3152857,1.732722
2.3889314911379E-07,0.3146265,1.732433
2.39142551744442E-07,0.3210011,1.732949
2.39455220134973E-07,0.3378758,1.736374
2.39849708639837E-07,0.3677844,1.746275
2.40252932786248E-07,0.402124,1.762711
2.40493538696224E-07,0.4217793,1.775874
2.40690733503511E-07,0.4355556,1.788624
2.40881800411252E-07,0.4459705,1.802049
2.41080258832668E-07,0.4533506,1.816603
2.41280791893893E-07,0.456845,1.831445
2.41533445616476E-07,0.4557379,1.849567
2.41840911886297E-07,0.4476069,1.869671
2.42228743827372E-07,0.4304043,1.89076
2.42693503589552E-07,0.4059347,1.910267
2.42943982233743E-07,0.393279,1.917961
2.43144469498977E-07,0.3849471,1.922458
2.43340753903465E-07,0.3791052,1.925996
2.43541704381731E-07,0.3758283,1.929136
2.43759773271059E-07,0.3757209,1.932455
2.44055015393438E-07,0.3806838,1.937573
2.44393739817016E-07,0.3920878,1.945365
2.44841933295823E-07,0.4125519,1.959161
2.45118171115825E-07,0.4263473,1.969974
2.45360804924083E-07,0.43795,1.981233
2.45571754671506E-07,0.4466479,1.992018
2.45771672824173E-07,0.4530962,2.002869
2.45994577004886E-07,0.4580158,2.015335
2.462003588534E-07,0.4601257,2.026857
2.46491251052448E-07,0.4593986,2.042628
2.46814470074281E-07,0.4546329,2.058714
2.47262734583041E-07,0.4440053,2.078311
2.47546497595746E-07,0.4363196,2.088877
2.47785386935886E-07,0.4301545,2.096406
2.47993202847016E-07,0.4257556,2.102165
2.4819229258249E-07,0.42282,2.107163
2.48415691114795E-07,0.4211712,2.112434
2.4862159347642E-07,0.4214298,2.117213
2.48913486804111E-07,0.4245324,2.124263
2.49236926688958E-07,0.4308925,2.132996
2.4968390049877E-07,0.442656,2.146932
2.50009358236641E-07,0.4520074,2.158545
2.50244672640424E-07,0.4584736,2.167873
2.5045759480086E-07,0.4635309,2.176867
2.50654807879122E-07,0.4672677,2.185502
2.50856428354374E-07,0.4699925,2.194488
2.51060740835076E-07,0.4715376,2.203597
2.51300547839323E-07,0.471797,2.214069
2.51610755652614E-07,0.47013,2.226959
2.51993708405829E-07,0.466112,2.241577
2.52407588921537E-07,0.4607602,2.255814
2.526501204318E-07,0.4577417,2.263327
2.52851481249163E-07,0.4557285,2.269053
2.5304660418246E-07,0.454433,2.27431
2.5324983407684E-07,0.4538667,2.2796
2.53453225531997E-07,0.4542317,2.284822
2.53742394393792E-07,0.4562137,2.292343
2.54064820892457E-07,0.4600562,2.301156
2.54497662211067E-07,0.4668938,2.313942
2.54897786610274E-07,0.4738062,2.326741
2.55145243223065E-07,0.4778952,2.33519
2.5535270056526E-07,0.4808685,2.342572
2.55548862374349E-07,0.4831427,2.349697
2.55750623619607E-07,0.4848717,2.357086
2.55954646811702E-07,0.4859436,2.364532
2.56199394463731E-07,0.486353,2.373308
2.5651062389665E-07,0.4857744,2.384051
2.56901171386038E-07,0.4839824,2.396786
2.5723701945639E-07,0.4820021,2.407033
2.57470974433194E-07,0.4806567,2.413727
2.57676314265724E-07,0.4797212,2.419312
2.57875905372146E-07,0.4791588,2.424549
2.58081733111693E-07,0.4790189,2.429816
2.58310698492619E-07,0.4794577,2.435597
2.58611909766438E-07,0.4809133,2.443223
2.5895887125955E-07,0.4835963,2.452224
2.59405290073568E-07,0.4879918,2.464285
2.59773362871317E-07,0.4918929,2.474674
2.60021087774194E-07,0.4943969,2.481924
2.60246261875144E-07,0.4963822,2.488662
2.60458736587041E-07,0.497916,2.495085
2.60662336324378E-07,0.4990286,2.501252
2.60868986971981E-07,0.4997874,2.507476
2.61077052855226E-07,0.5001631,2.513649
2.61374981546421E-07,0.50016,2.522252
2.61728903506427E-07,0.4996541,2.532087
2.62053542073653E-07,0.4989386,2.540713
2.62290781325341E-07,0.4984109,2.546749
2.62500843519007E-07,0.4980601,2.551907
2.62704747570369E-07,0.4979006,2.556782
2.62911955253228E-07,0.4979826,2.561635
2.63173807408496E-07,0.498466,2.567686
2.63483069609434E-07,0.4995491,2.574806
2.63858908044067E-07,0.5014766,2.583541
2.64313342870906E-07,0.5043086,2.594307
2.64667564330074E-07,0.506631,2.602885
2.64932724357751E-07,0.5082656,2.609421
2.65182940656925E-07,0.5095958,2.615646
2.65425400792468E-07,0.5106393,2.621687
2.65635877218378E-07,0.5113213,2.626908
2.65840396882616E-07,0.5117748,2.631933
2.66045386467588E-07,0.5120397,2.636899
2.66261693655607E-07,0.5121337,2.642027
2.6658444093855E-07,0.5120566,2.649471
2.66881193907994E-07,0.5118759,2.656104
2.67126825883586E-07,0.5117158,2.661421
2.67346562019113E-07,0.5116327,2.666046
2.67568689775761E-07,0.5116671,2.670612
2.67856338730079E-07,0.5119267,2.67641
2.68173297623201E-07,0.5125104,2.682707
2.68557509461592E-07,0.5136027,2.690291
2.68991591713072E-07,0.5151716,2.698881
2.69602059158296E-07,0.5175528,2.711045
2.69931126250336E-07,0.518747,2.717635
2.70201619696466E-07,0.5195608,2.723049
2.70478987630127E-07,0.5201954,2.728559
2.70757500551884E-07,0.5206316,2.734018
2.710275030484E-07,0.5208728,2.73921
2.71315024170386E-07,0.5209728,2.744606
2.71611240387563E-07,0.5209708,2.750014
2.71892866667613E-07,0.5209314,2.755001
2.72209253032142E-07,0.5209225,2.760431
2.72560371928452E-07,0.5210333,2.766282
2.7292568120886E-07,0.5213414,2.772216
2.73333854695715E-07,0.5219314,2.778719
2.73789732399324E-07,0.522818,2.785891
2.74375470097956E-07,0.5240907,2.795036
2.74713426301723E-07,0.5247868,2.800275
2.75057705125373E-07,0.5253698,2.805555
2.75418324540782E-07,0.5258015,2.810996
2.75801186791417E-07,0.5260538,2.816633
2.76206306942252E-07,0.5261278,2.822398
2.76655724336915E-07,0.5260726,2.828545
2.77038766287145E-07,0.525995,2.833567
2.77428567405598E-07,0.5259691,2.838468
2.77880327098539E-07,0.5260692,2.843941
2.78356033400159E-07,0.5263337,2.84952
2.78902110961791E-07,0.5267628,2.855734
2.79609494897713E-07,0.5273259,2.863568
2.80027622702049E-07,0.5275643,2.868066
2.80427573131575E-07,0.5276436,2.872214
2.80915216773404E-07,0.5275568,2.877055
2.81429666829882E-07,0.5273094,2.881859
2.82143574295009E-07,0.5268643,2.888065
2.82662652896549E-07,0.5265688,2.892256
2.831984358485E-07,0.5263513,2.896277
2.83805192635851E-07,0.5261856,2.900544
2.84525235207374E-07,0.5259909,2.905302
2.85019197290308E-07,0.5257794,2.908355
2.85509251716698E-07,0.5254326,2.911141
2.86195484490598E-07,0.5247539,2.914668
2.86818670025631E-07,0.5240117,2.917483
2.87466171328182E-07,0.5231884,2.919985
2.88065614171195E-07,0.5224476,2.921925
2.88845481932829E-07,0.5215205,2.923986
2.89586455486218E-07,0.5206116,2.925533
2.90254235739234E-07,0.5196908,2.926546
2.90897356362447E-07,0.5186542,2.927123
2.91722669358089E-07,0.517145,2.927286
2.9260768138359E-07,0.515413,2.926827
2.93289957554795E-07,0.5140467,2.925971
2.94141459199634E-07,0.5123155,2.924297
2.95059488992488E-07,0.510366,2.921889
2.95837927347354E-07,0.5085773,2.919296
2.96715617308496E-07,0.5063818,2.9157
2.97696962107474E-07,0.5037766,2.910917
2.98582096890644E-07,0.5013437,2.90588
2.99614875222137E-07,0.498419,2.899147
3.0073164323805E-07,0.4951141,2.89096
3.01733160937159E-07,0.4919592,2.882704
3.03087689488619E-07,0.4874356,2.870197
3.04441144088296E-07,0.4827197,2.856312
3.05805317010443E-07,0.4777704,2.840842
3.07258934728174E-07,0.4722419,2.822809
3.08660543739797E-07,0.4666397,2.803884
3.1020265497329E-07,0.4602174,2.781337
3.11764422826234E-07,0.4534784,2.75675
3.13443095749333E-07,0.4459444,2.728388
3.15198794725157E-07,0.4377422,2.69666
3.17009515782816E-07,0.4289784,2.661738
3.21009515782818E-07,0.4086433,2.577311
0.000000323,0.3682078,2.569301
3.23559577280071E-07,0.2889379,2.633597
3.23867056034457E-07,0.1601142,2.719047
3.24153069976008E-07,-0.04898454,2.810094
3.24416483173214E-07,-0.302868,2.876503
3.24571409696624E-07,-0.4747805,2.900054
3.24690146953182E-07,-0.6148085,2.906739
3.24762525486884E-07,-0.7013481,2.905027
3.24855242932598E-07,-0.8108869,2.895148
0.000000325,-0.9725958,2.861885
3.25199257063395E-07,-1.168088,2.779289
3.25359743668141E-07,-1.291888,2.678822
3.25462208272674E-07,-1.34578,2.596234
3.25528638637948E-07,-1.366388,2.534875
3.25573398370053E-07,-1.373068,2.490119
3.25604762978066E-07,-1.374045,2.456951
3.25628412354245E-07,-1.372621,2.430669
3.25649799859551E-07,-1.36958,2.405438
3.25675459164507E-07,-1.363751,2.372691
3.25702742853263E-07,-1.354856,2.334389
3.25732219962517E-07,-1.341649,2.288607
3.25765836459005E-07,-1.32135,2.23116
3.2580892138916E-07,-1.286402,2.151007
3.25864473551924E-07,-1.225744,2.039702
3.25934405095824E-07,-1.125036,1.890455
3.26001364606724E-07,-1.005174,1.740632
3.26035199793726E-07,-0.9342594,1.662447
3.26078332483047E-07,-0.8296801,1.559948
3.2610307853874E-07,-0.7635056,1.500144
3.26134297962555E-07,-0.6738655,1.424017
3.26169427747179E-07,-0.5646672,1.337834
3.26214561429604E-07,-0.4111351,1.226973
3.26271086819496E-07,-0.1979956,1.089279
3.26346811709528E-07,0.123781,0.9098531
3.26451418468449E-07,0.6340288,0.6794072
3.26609522023796E-07,1.515653,0.3774512
3.26760124383114E-07,2.454277,0.1544753
3.26902124601502E-07,3.411747,0.02061362
3.27042598104676E-07,4.395929,-0.03108105
3.27185776783177E-07,5.399331,0.0021748
3.27364348398181E-07,6.601544,0.1478364
3.27550400756444E-07,7.74931,0.3929727
3.27738218882168E-07,8.754807,0.7069016
3.27928595277971E-07,9.58394,1.047884
3.28152874905258E-07,10.32341,1.411004
3.28408108801559E-07,10.93039,1.698683
3.28677404027312E-07,11.43262,1.781678
3.29020053862081E-07,12.11686,1.57116
3.29316048974585E-07,12.92487,1.175693
3.29522655791876E-07,13.7012,0.8256975
3.29684232096732E-07,14.46438,0.5573636
3.29837292630438E-07,15.29892,0.3459476
3.29987313244713E-07,16.19392,0.2022241
3.30151944526109E-07,17.22585,0.1264798
3.30303258892541E-07,18.18352,0.1384234
3.30488091141464E-07,19.31615,0.2485705
3.30692592780858E-07,20.47946,0.4501261
3.30877262746633E-07,21.41324,0.6688078
3.31086752256824E-07,22.3327,0.9090436
3.31262027465508E-07,23.00375,1.064395
3.31430726559265E-07,23.5853,1.144439
3.3159804013196E-07,24.14383,1.136792
3.31832206244171E-07,24.95561,1.01032
3.3197882658861E-07,25.51326,0.8740677
3.32115280023679E-07,26.09651,0.7134211
3.32267249346625E-07,26.82423,0.5279024
3.32446726077486E-07,27.77253,0.3270706
3.32584263000061E-07,28.55653,0.2038144
3.32701964837504E-07,29.26213,0.1340667
3.32819056496701E-07,29.98083,0.1032759
3.3293868498236E-07,30.717,0.1125072
3.33074365064994E-07,31.53938,0.1653473
3.33186024225942E-07,32.19598,0.2367023
3.33285351662907E-07,32.75629,0.3169274
3.33385915800101E-07,33.2967,0.4049265
3.3349916075491E-07,33.87353,0.4990691
3.33626178134418E-07,34.48772,0.5804877
3.33757638887413E-07,35.10039,0.6172313
3.33885267220375E-07,35.69302,0.5884106
3.34031452491142E-07,36.39175,0.4856543
3.34116403400008E-07,36.81871,0.3966973
3.3418867118488E-07,37.20234,0.306988
3.34256653679196E-07,37.58072,0.2198136
3.34325023861026E-07,37.97789,0.1356932
3.34394127450837E-07,38.39468,0.05986508
