f,mag
0,85.7882235076662
499.983334999833,55.0506240632007
1499.9500049995,19.5385300745511
2499.91667499917,13.2642094610834
3499.88334499883,11.3180878212532
4499.8500149985,10.9812400802509
5499.81668499817,11.5202018721519
6499.78335499783,12.6226720250809
7499.7500249975,14.2157082334469
8499.71669499717,17.2127476268951
9499.68336499683,32.9792709154381
9999.66669999667,39.5107446541145
10499.6500349965,18.6092066091663
11499.6167049962,3.12101993900319
12499.5833749958,0.870687530958903
