t,disp,rect
0,0,0
3.99973335110993e-06,3.14283974360962e-15,1
7.99946670221985e-06,1.73827871541619e-11,1
1.19992000533298e-05,2.25118050307112e-09,1
1.59989334044397e-05,6.57548011108044e-08,1
1.99986667555496e-05,8.57533797213321e-07,1
2.39984001066596e-05,6.73396617342075e-06,1
2.79981334577695e-05,3.72902581008716e-05,1
3.19978668088794e-05,0.000159923286647087,1
3.59976001599893e-05,0.000564080342907348,1
3.99973335110993e-05,0.00170472606687411,1
4.39970668622092e-05,0.00454455942870479,1
4.79968002133191e-05,0.0109184807968152,1
5.1996533564429e-05,0.0234932444090362,0
5.5996266915539e-05,0.0480588965930324,0
5.99960002666489e-05,0.0920830401543218,0
6.39957336177588e-05,0.166596872952514,0
6.79954669688687e-05,0.286481245344734,0
7.19952003199787e-05,0.470793672285089,0
7.59949336710886e-05,0.742748202980241,0
7.99946670221985e-05,1.12924260895385,0
8.39944003733085e-05,1.65985562853527,0
8.79941337244184e-05,2.36527874242076,0
9.19938670755283e-05,3.27519992115717,0
9.59936004266382e-05,4.41571754292194,0
9.99933337777481e-05,5.80642631641821,0
0.000103993067128858,7.45737719640105,1
0.000107992800479968,9.36616259717799,1
0.000111992533831078,11.5154092316845,1
0.000115992267182188,13.8709672293764,1
0.000119992000533298,16.38106183122,1
0.000123991733884408,18.9766225876598,1
0.000127991467235518,21.5729281561365,1
0.000131991200586628,24.0726089695513,1
0.000135990933937737,26.3699431750553,1
0.000139990667288847,28.3562717062745,1
0.000143990400639957,29.9262544469832,1
0.000147990133991067,30.98459919464,1
0.000151989867342177,31.4528261525298,0
0.000155989600693287,31.2755898633884,0
0.000159989334044397,30.426073462321,0
0.000163989067395507,28.9100004679024,0
0.000167988800746617,26.7678777669567,0
0.000171988534097727,24.0751869438299,0
0.000175988267448837,20.9403725274495,0
0.000179988000799947,17.5006247593536,0
0.000183987734151057,13.9156093558045,0
0.000187987467502167,10.3594458296868,0
0.000191987200853276,7.0113687524812,0
0.000195986934204386,4.04561387201565,0
0.000199986667555496,1.62114583489358,0
0.000203986400906606,-0.128119391476014,1
0.000207986134257716,-1.10195037727019,1
0.000211985867608826,-1.24069753308667,1
0.000215985600959936,-0.529948240865468,1
0.000219985334311046,0.997431994261738,1
0.000223985067662156,3.26208206398824,1
0.000227984801013266,6.14178038362665,1
0.000231984534364376,9.47777559784836,1
0.000235984267715486,13.0834780197685,1
0.000239984001066596,16.7550192101893,1
0.000243983734417705,20.2830593023519,1
0.000247983467768815,23.4651315276139,1
0.000251983201119925,26.1177665008169,0
0.000255982934471035,28.0876386840999,0
0.000259982667822145,29.2610253014123,0
0.000263982401173255,29.5709624701495,0
0.000267982134524365,29.0016200717217,0
0.000271981867875475,27.5895879954589,0
0.000275981601226585,25.4219604135972,0
0.000279981334577695,22.6313078403763,0
0.000283981067928805,19.3878245613601,0
0.000287980801279915,15.8891184273041,0
0.000291980534631025,12.3482599533923,0
0.000295980267982135,8.98081953859082,0
0.000299980001333244,5.99168917732286,0
0.000303979734684354,3.5625042841547,1
0.000307979468035464,1.8404504678434,1
0.000311979201386574,0.929160013730277,1
0.000315978934737684,0.882276994578487,1
0.000319978668088794,1.70010509708864,1
0.000323978401439904,3.32955876136892,1
0.000327978134791014,5.6674294288397,1
0.000331977868142124,8.56676927515935,1
0.000335977601493234,11.8459989232131,1
0.000339977334844344,15.3001755754105,1
0.000343977068195454,18.7137236097251,1
0.000347976801546564,21.8738382695564,1
0.000351976534897674,24.5837295870623,0
0.000355976268248783,26.674880765761,0
0.000359976001599893,28.0175531857981,0
0.000363975734951003,28.5288766335848,0
0.000367975468302113,28.1780129519996,0
0.000371975201653223,26.9880652747404,0
0.000375974935004333,25.0346111523621,0
0.000379974668355443,22.4409517641075,0
0.000383974401706553,19.370376278207,0
0.000387974135057663,16.015926853597,0
0.000391973868408773,12.5883046322868,0
0.000395973601759883,9.30267178441769,0
0.000399973335110993,6.36517315084002,0
0.000403973068462103,3.96001953387806,1
0.000407972801813212,2.23794179710472,1
0.000411972535164322,1.30674172601963,1
0.000415972268515432,1.22453594822926,1
0.000419972001866542,1.9961202096321,1
0.000423971735217652,3.57268358476641,1
0.000427971468568762,5.85488936110313,1
0.000431971201919872,8.69912627203819,1
0.000435970935270982,11.9265347592436,1
0.000439970668622092,15.3342403986464,1
0.000443970401973202,18.7080903983618,1
0.000447970135324312,21.8360964838671,1
0.000451969868675422,24.5217434253989,0
0.000455969602026532,26.5963295162392,0
0.000459969335377642,27.92956366279,0
0.000463969068728751,28.4377509468151,0
0.000467968802079861,28.089049119217,0
0.000471968535430971,26.905463600604,0
0.000475968268782081,24.9614559100971,0
0.000479968002133191,22.3792555088132,0
0.000483967735484301,19.3211730051285,0
0.000487967468835411,15.9794000583903,0
0.000491967202186521,12.5639369699246,0
0.000495966935537631,9.28940427976334,0
