x,y
0.00808172248270252,0.48218595768489
0.0164651975905709,0.465541847824388
0.0248486726984392,0.440908565230845
0.0332321478063076,0.408951874298681
0.041615622914176,0.369006010633476
0.0499990980220443,0.31840791665755
0.0550892499461537,0.280459346175606
0.0597798189812241,0.260860906814864
0.0653688023864697,0.214881553325227
0.0723550316430266,0.163950577152091
0.0793412608995836,0.113019600978955
0.0863274901561406,0.0640859179890789
0.0947109652640089,0.0201454679573536
0.103094440371877,0.0150412742667995
0.111477915479746,0.0301319338736548
0.119861390587614,0.0365950919412739
0.128244865695482,0.0383368911514553
0.136628340803351,0.0305170249137922
0.145011815911219,0.0221427611406138
0.153395291019088,0.0134878240131527
0.161778766126956,0.0085971586603375
0.170162241234824,0.00568167556960214
0.178545716342693,0.00409772126770686
0.186929191450561,0.00631693591577376
0.195312666558429,0.0114348474004402
0.203696141666298,0.0115126417510729
0.212079616774166,0.00966786880905451
0.220463091882034,0.00720462177500042
0.228846566989903,0.00492439903043684
0.237230042097771,0.00683018006895186
0.245613517205639,0.00838363032259881
0.253996992313508,0.00949323764663235
0.262380467421376,0.00949323764663235
0.270763942529245,0.00660825860414516
0.279147417637113,0.00416712249127155
0.287530892744981,0.00283559370243147
0.29591436785285,0.00216982930801135
0.304297842960718,0.00416712249127155
0.312681318068586,0.00660825860414516
0.321064793176455,0.00904939471701893
0.329448268284323,0.0108247664354724
0.337831743392191,0.0121562952243127
0.34621521850006,0.0108247664354724
0.354598693607928,0.00904939471701893
0.362982168715796,0.00638633713933845
0.371365643823665,0.00372327956165813
0.379749118931533,0.00416712249127155
0.388132594039402,0.00416712249127155
0.39651606914727,0.00660825860414516
0.404899544255138,0.00683018006895186
0.413283019363007,0.00683018006895186
0.421666494470875,0.00505480835049837
0.430049969578743,0.00416712249127155
0.438433444686612,0.00283559370243147
0.44681691979448,0.00216982930801135
0.455200394902349,-0.000493228269668966
0.463583870010217,-0.00182475705850921
0.471967345118085,-0.00115899266408909
0.480350820225954,0.0015040649135914
0.488734295333822,0.00216982930801135
0.49711777044169,0.00216982930801135
0.505501245549559,0.000838300519171109
0.513884720657427,-0.00115899266408909
0.522268195765296,-0.00182475705850921
0.530651670873164,-0.000493228269668966
0.539035145981032,0.0015040649135914
0.5474186210889,0.00216982930801135
0.555802096196769,0.00283559370243147
0.564185571304637,0.00416712249127155
0.572569046412506,0.00416712249127155
0.580952521520374,0.00350135809685159
0.589335996628242,0.00216982930801135
0.597719471736111,0.0015040649135914
0.606102946843979,0.000838300519171109
0.614486421951847,-0.00115899266408909
0.622869897059716,-0.00182475705850921
0.631253372167584,-0.00182475705850921
0.639636847275453,-0.000493228269668966
0.648020322383321,0.00216982930801135
0.656403797491189,0.00216982930801135
0.664787272599058,-0.000493228269668966
0.673170747706926,-0.00182475705850921
0.681554222814794,-0.00182475705850921
0.689937697922663,-0.00115899266408909
0.698321173030531,0.00216982930801135
0.706704648138399,0.00216982930801135
0.715088123246268,0.00382318483347133
0.723471598354136,0.00396304446946899
0.731855073462005,0.00461096542088496
0.740238548569873,0.00505480835049837
0.748622023677741,0.00416712249127155
0.75700549878561,0.00350135809685159
0.765388973893478,0.00216982930801135
0.773772449001346,0.00216982930801135
0.782155924109215,0.000172536124751155
0.790539399217083,-0.00182475705850921
0.798922874324951,-0.00115899266408909
0.80730634943282,-0.00182475705850921
0.815689824540688,0.000172536124751155
0.824073299648556,0.00216982930801135
0.832456774756425,0.00216982930801135
0.840840249864293,0.00216982930801135
0.849223724972162,0.00216982930801135
0.85760720008003,0.00216982930801135
0.865990675187898,0.00216982930801135
0.874374150295767,0.000838300519171109
0.882757625403635,-0.00115899266408909
0.891141100511503,-0.00249052145292916
0.899524575619372,-0.0038220502417694
0.90790805072724,-0.0038220502417694
0.916291525835108,-0.0038220502417694
0.924675000942977,-0.0038220502417694
0.933058476050845,-0.0038220502417694
0.941441951158714,-0.0038220502417694
0.949825426266582,-0.0038220502417694
0.95820890137445,-0.00182475705850921
0.966592376482319,-0.00182475705850921
0.974975851590187,-0.00115899266408909
0.983359326698055,0.00216982930801135
0.991742801805924,0.00216982930801135
1.00012627691379,0.00350135809685159
